project_id,country,customer,organisation,exp_id,title,cause,area_of_cause,impact,mitigation_step,cost_for_mitigation,exposure_status,loss_id,loss_value
1,India,Riyadh Railways,Digital Industries,1041,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,113464.99,Replace defective products and conduct root cause analysis.,48958.49,REALISED,NULL,NULL
1,India,Riyadh Railways,Digital Industries,9496,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,399755.31,Improve quality control during manufacturing.,49877.46,ACTIVE,NULL,NULL
1,India,Riyadh Railways,Digital Industries,2644,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,173946.61,Conduct thorough design reviews and testing.,40929.84,ACTIVE,NULL,NULL
1,India,Riyadh Railways,Digital Industries,1304,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,110429.59,Diversify suppliers and maintain buffer stock.,48956.27,ACTIVE,NULL,NULL
1,India,Riyadh Railways,Digital Industries,3691,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,172739.16,Ensure regular maintenance of machinery.,23347.74,ACTIVE,NULL,NULL
1,India,Riyadh Railways,Digital Industries,8453,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,34767.72,Allocate more resources to research teams.,37970.12,ACTIVE,NULL,NULL
1,India,Riyadh Railways,Digital Industries,1443,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,485852.24,Improve quality control during manufacturing.,15489.59,ACTIVE,NULL,NULL
2,Germany,Transatlantic Logistics,Telecommunications,9368,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,259600.44,Replace defective products and conduct root cause analysis.,42588.03,REALISED,1086,94519.07
2,Germany,Transatlantic Logistics,Telecommunications,8464,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,146181.94,Ensure regular maintenance of machinery.,21324.88,REALISED,1524,55989.48
2,Germany,Transatlantic Logistics,Telecommunications,4458,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,95261.05,Diversify suppliers and maintain buffer stock.,46191.51,REALISED,1722,79712.55
2,Germany,Transatlantic Logistics,Telecommunications,4458,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,95261.05,Diversify suppliers and maintain buffer stock.,46191.51,REALISED,2050,37430.94
2,Germany,Transatlantic Logistics,Telecommunications,5188,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,432142.53,Diversify suppliers and maintain buffer stock.,36740.97,REALISED,2869,17412.39
2,Germany,Transatlantic Logistics,Telecommunications,8133,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,189907.14,Allocate more resources to research teams.,22078.54,ACTIVE,NULL,NULL
2,Germany,Transatlantic Logistics,Telecommunications,1992,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,452037.64,Establish clear requirements at project start.,13877.03,REALISED,NULL,NULL
2,Germany,Transatlantic Logistics,Telecommunications,4300,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,115617.84,Allocate more resources to research teams.,38902.86,ACTIVE,NULL,NULL
2,Germany,Transatlantic Logistics,Telecommunications,7839,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,159487.39,Offer competitive packages to attract skilled personnel.,10419.61,ACTIVE,NULL,NULL
2,Germany,Transatlantic Logistics,Telecommunications,379,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,89571.42,Conduct thorough design reviews and testing.,32842.17,ACTIVE,NULL,NULL
3,UK,EcoEnergy Solutions,Healthcare,3589,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,73248.13,Diversify suppliers and maintain buffer stock.,23304.68,REALISED,859,95596.06
3,UK,EcoEnergy Solutions,Healthcare,5370,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,113924.93,Set predefined deadlines for client responses.,38750.87,REALISED,3810,17707.72
3,UK,EcoEnergy Solutions,Healthcare,2067,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,416048.98,Replace defective products and conduct root cause analysis.,39883.94,REALISED,4951,84811.14
3,UK,EcoEnergy Solutions,Healthcare,2067,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,416048.98,Replace defective products and conduct root cause analysis.,39883.94,REALISED,5075,97405.78
3,UK,EcoEnergy Solutions,Healthcare,8825,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,214758.06,Improve quality control during manufacturing.,29128.76,ACTIVE,NULL,NULL
3,UK,EcoEnergy Solutions,Healthcare,9150,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,415502.86,Improve resource planning and timeline estimation.,14256.43,ACTIVE,NULL,NULL
3,UK,EcoEnergy Solutions,Healthcare,8450,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,369707.81,Offer competitive packages to attract skilled personnel.,15502.04,REALISED,NULL,NULL
3,UK,EcoEnergy Solutions,Healthcare,5191,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,463907.69,Allocate more resources to research teams.,21200.46,ACTIVE,NULL,NULL
3,UK,EcoEnergy Solutions,Healthcare,7243,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,80274.81,Conduct thorough design reviews and testing.,22813.44,ACTIVE,NULL,NULL
3,UK,EcoEnergy Solutions,Healthcare,4608,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,427471.97,Establish clear requirements at project start.,30331.96,ACTIVE,NULL,NULL
4,China,Southeast Net,Smart Cities,9277,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,349283.66,Improve market analysis and adjust pricing strategies.,26661.14,REALISED,1108,39857.15
4,China,Southeast Net,Smart Cities,9277,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,349283.66,Improve market analysis and adjust pricing strategies.,26661.14,REALISED,2437,60530.01
4,China,Southeast Net,Smart Cities,4400,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,483601.45,Allocate more resources to research teams.,35094.61,REALISED,4706,25908.06
4,China,Southeast Net,Smart Cities,5009,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,282357.54,Set predefined deadlines for client responses.,39365.29,ACTIVE,NULL,NULL
4,China,Southeast Net,Smart Cities,7662,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,11724.9,Improve resource planning and timeline estimation.,20433.68,ACTIVE,NULL,NULL
4,China,Southeast Net,Smart Cities,2587,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,208954.12,Replace defective products and conduct root cause analysis.,24735.96,ACTIVE,NULL,NULL
4,China,Southeast Net,Smart Cities,1170,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,463092.63,Conduct thorough design reviews and testing.,32748.17,REALISED,NULL,NULL
4,China,Southeast Net,Smart Cities,9423,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,47118.2,Allocate more resources to research teams.,47879.6,ACTIVE,NULL,NULL
4,China,Southeast Net,Smart Cities,3113,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,64519.5,Establish clear requirements at project start.,40413.07,ACTIVE,NULL,NULL
5,India,EuroForce Systems,Telecommunications,9572,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,80392.58,Establish clear requirements at project start.,44891.6,REALISED,620,61131.33
5,India,EuroForce Systems,Telecommunications,1152,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,93990.77,Diversify suppliers and maintain buffer stock.,46975.13,REALISED,1134,16952.09
5,India,EuroForce Systems,Telecommunications,9572,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,80392.58,Establish clear requirements at project start.,44891.6,REALISED,4420,33294.25
5,India,EuroForce Systems,Telecommunications,7178,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,426583.59,Follow up with clients regularly and negotiate flexible payment terms.,49684.05,ACTIVE,NULL,NULL
5,India,EuroForce Systems,Telecommunications,1767,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,194097.83,Ensure regular maintenance of machinery.,40643.3,ACTIVE,NULL,NULL
5,India,EuroForce Systems,Telecommunications,2558,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,113782.67,Set predefined deadlines for client responses.,31856.89,ACTIVE,NULL,NULL
5,India,EuroForce Systems,Telecommunications,9913,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,471532.53,Diversify suppliers and maintain buffer stock.,23251.5,ACTIVE,NULL,NULL
5,India,EuroForce Systems,Telecommunications,3208,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,104655.75,Replace defective products and conduct root cause analysis.,25229.32,ACTIVE,NULL,NULL
5,India,EuroForce Systems,Telecommunications,5889,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,144580.39,Replace defective products and conduct root cause analysis.,22063.69,ACTIVE,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,5000,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,279309.62,Establish clear requirements at project start.,24177.38,REALISED,39,23154.86
6,UK,Blue Ocean Infrastructure,Infrastructure,261,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,228513.6,Offer competitive packages to attract skilled personnel.,19022.51,REALISED,4245,75009.67
6,UK,Blue Ocean Infrastructure,Infrastructure,571,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,288747.51,Improve market analysis and adjust pricing strategies.,37798.97,REALISED,4757,95920.2
6,UK,Blue Ocean Infrastructure,Infrastructure,4568,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,22382.77,Improve resource planning and timeline estimation.,21587.8,ACTIVE,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,5999,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,130276.68,Diversify suppliers and maintain buffer stock.,33058.46,REALISED,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,6380,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,331403.65,Establish clear requirements at project start.,28103.02,ACTIVE,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,6485,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,482260.77,Set predefined deadlines for client responses.,38896.29,REALISED,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,1592,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,63476.88,Diversify suppliers and maintain buffer stock.,40027.63,REALISED,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,9639,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,408681.82,Follow up with clients regularly and negotiate flexible payment terms.,34053.66,ACTIVE,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,9097,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,107890.32,Allocate more resources to research teams.,28127.89,ACTIVE,NULL,NULL
6,UK,Blue Ocean Infrastructure,Infrastructure,5425,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,463029.62,Offer competitive packages to attract skilled personnel.,29212,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,1507,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,233506.88,Follow up with clients regularly and negotiate flexible payment terms.,47504.73,REALISED,823,22033.46
7,China,EuroForce Systems,Healthcare,3111,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,381554.99,Allocate more resources to research teams.,47143.16,REALISED,2676,82954.76
7,China,EuroForce Systems,Healthcare,3410,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,287032.89,Offer competitive packages to attract skilled personnel.,35245.51,REALISED,2766,11532.08
7,China,EuroForce Systems,Healthcare,3410,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,287032.89,Offer competitive packages to attract skilled personnel.,35245.51,REALISED,3753,19796.93
7,China,EuroForce Systems,Healthcare,1507,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,233506.88,Follow up with clients regularly and negotiate flexible payment terms.,47504.73,REALISED,4903,30536.23
7,China,EuroForce Systems,Healthcare,9502,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,292120.21,Improve resource planning and timeline estimation.,40225.99,REALISED,4939,83491.19
7,China,EuroForce Systems,Healthcare,393,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,137883.43,Offer competitive packages to attract skilled personnel.,13165.74,REALISED,5904,34250.01
7,China,EuroForce Systems,Healthcare,4192,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,252806.16,Diversify suppliers and maintain buffer stock.,43721.21,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,6829,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,235252.97,Conduct thorough design reviews and testing.,10984.45,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,6216,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,290625.49,Establish clear requirements at project start.,13532.26,REALISED,NULL,NULL
7,China,EuroForce Systems,Healthcare,2051,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,318087.79,Establish clear requirements at project start.,16699.24,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,4427,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,286368.25,Conduct thorough design reviews and testing.,35048.62,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,5735,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,184459.27,Replace defective products and conduct root cause analysis.,43069.56,REALISED,NULL,NULL
7,China,EuroForce Systems,Healthcare,8502,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,292864.49,Improve market analysis and adjust pricing strategies.,48099.22,REALISED,NULL,NULL
7,China,EuroForce Systems,Healthcare,2914,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,295747.49,Replace defective products and conduct root cause analysis.,48720.8,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,6770,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,154608.71,Diversify suppliers and maintain buffer stock.,44803.64,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,9723,Design Flaw,"A faulty component design was identified during testing, leading to potential performance issues.",ENGINEERING,471780.52,Conduct thorough design reviews and testing.,14699.9,ACTIVE,NULL,NULL
7,China,EuroForce Systems,Healthcare,502,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,239865.72,Allocate more resources to research teams.,23722.46,ACTIVE,NULL,NULL
8,UK,Indian Railways,Smart Cities,1224,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,126836.65,Offer competitive packages to attract skilled personnel.,36108.61,REALISED,789,60890.25
8,UK,Indian Railways,Smart Cities,1224,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,126836.65,Offer competitive packages to attract skilled personnel.,36108.61,REALISED,1437,28853.53
8,UK,Indian Railways,Smart Cities,6682,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,75134.02,Improve market analysis and adjust pricing strategies.,45288.52,REALISED,1701,44955.92
8,UK,Indian Railways,Smart Cities,7806,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,323251.57,Improve market analysis and adjust pricing strategies.,35155.75,REALISED,4597,93981.04
8,UK,Indian Railways,Smart Cities,1224,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,126836.65,Offer competitive packages to attract skilled personnel.,36108.61,REALISED,5946,32400.16
8,UK,Indian Railways,Smart Cities,1965,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,36180.18,Set predefined deadlines for client responses.,30589.99,ACTIVE,NULL,NULL
8,UK,Indian Railways,Smart Cities,158,Client Specification Change,Frequent changes in client requirements disrupted project timelines and increased resource allocation demands.,CLIENT CAUSED,329317.46,Establish clear requirements at project start.,26060.32,REALISED,NULL,NULL
8,UK,Indian Railways,Smart Cities,2993,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,449981.67,Diversify suppliers and maintain buffer stock.,42414.21,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,2872,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,488848.69,Improve market analysis and adjust pricing strategies.,17557.54,REALISED,2115,88619.19
9,UK,Transatlantic Logistics,Healthcare,6129,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,136468.3,Diversify suppliers and maintain buffer stock.,18996.86,REALISED,3447,98196.53
9,UK,Transatlantic Logistics,Healthcare,7435,Research Delay,"Product feasibility studies took longer than expected, delaying research timelines.",RESEARCH,36112.84,Allocate more resources to research teams.,34841.4,REALISED,3458,87201.46
9,UK,Transatlantic Logistics,Healthcare,7131,Faulty Product Batch,A manufacturing defect in a specific batch led to multiple product failures.,WARRANTY,291945.02,Replace defective products and conduct root cause analysis.,31419.34,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,9462,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,430752.07,Offer competitive packages to attract skilled personnel.,34254.65,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,9450,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,398942.59,Set predefined deadlines for client responses.,38812.33,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,4852,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,362052.04,Follow up with clients regularly and negotiate flexible payment terms.,35067.78,REALISED,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,5767,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,426882.03,Ensure regular maintenance of machinery.,25069.44,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,603,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,90454.33,Diversify suppliers and maintain buffer stock.,28773.32,REALISED,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,7125,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,53237.26,Ensure regular maintenance of machinery.,29289.14,REALISED,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,6245,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,493774.46,Diversify suppliers and maintain buffer stock.,38497.4,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,6040,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,81947.24,Ensure regular maintenance of machinery.,45555.82,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,1918,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,286486.08,Follow up with clients regularly and negotiate flexible payment terms.,38588.71,ACTIVE,NULL,NULL
9,UK,Transatlantic Logistics,Healthcare,1214,Delayed Client Approval,Significant delays in obtaining client approval for key deliverables created bottlenecks and impacted overall progress.,CLIENT CAUSED,311993.26,Set predefined deadlines for client responses.,30171.98,REALISED,NULL,NULL
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,5562,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,153249.49,Offer competitive packages to attract skilled personnel.,36342.62,REALISED,22,22043.22
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,4302,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,390782.61,Improve quality control during manufacturing.,35287.22,REALISED,1403,59611.87
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,2110,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,486733.5,Follow up with clients regularly and negotiate flexible payment terms.,28765.86,REALISED,1516,75422.72
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,7181,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,153550.13,Improve market analysis and adjust pricing strategies.,29370.38,REALISED,1930,11599
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,5562,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,153249.49,Offer competitive packages to attract skilled personnel.,36342.62,REALISED,2678,22414.27
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,2110,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,486733.5,Follow up with clients regularly and negotiate flexible payment terms.,28765.86,REALISED,2906,14784.92
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,2110,Client Payment Delay,"There were significant delays in receiving client payments, disrupting the company's cash flow. These delays stemmed from inefficiencies in client payment systems, financial constraints, or poor communication.",SALES,486733.5,Follow up with clients regularly and negotiate flexible payment terms.,28765.86,REALISED,3789,52084.04
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,5562,Lack of Skilled Resources,Challenges in hiring skilled research staff hindered project progress.,RESEARCH,153249.49,Offer competitive packages to attract skilled personnel.,36342.62,REALISED,3801,36762.94
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,1113,Machine Breakdown,A critical production machinery failure caused disruptions in the manufacturing process.,PRODUCTION,169096.28,Ensure regular maintenance of machinery.,30415.44,REALISED,5240,72410.47
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,7181,Missed Sales Target,"The demand for the product in the target market turned out to be significantly lower than anticipated, which resulted from inadequate market research, overestimating consumer interest, or changing market trends that reduced the appeal of the offering.",SALES,153550.13,Improve market analysis and adjust pricing strategies.,29370.38,REALISED,5936,29848.13
10,China,German Rail Infrastructure Pvt Ltd,Telecommunications,5329,High Warranty Claims,"A product defect resulted in a surge of warranty claims, impacting customer satisfaction.",WARRANTY,194672.81,Improve quality control during manufacturing.,36222.19,REALISED,NULL,NULL
11,Germany,Indiana Logistics,Transportation,567,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,309585.08,Improve resource planning and timeline estimation.,48996.97,REALISED,821,33148.99
11,Germany,Indiana Logistics,Transportation,8724,Supply Chain Issue,Delays in sourcing raw materials slowed down production schedules.,PRODUCTION,371279.15,Diversify suppliers and maintain buffer stock.,25752.61,REALISED,1149,80319.6
11,Germany,Indiana Logistics,Transportation,567,Prototype Delay,The prototype development faced delays due to underestimating resource requirements and testing challenges.,ENGINEERING,309585.08,Improve resource planning and timeline estimation.,48996.97,REALISED,2421,17966.51
